8.625 0.000 -217.790 -13.454 -0.000 0.000 0.691 0.309
8.750 0.000 -213.461 -26.796 -0.001 0.000 0.854 0.146
8.875 0.000 -210.092 -39.926 -0.000 0.000 0.962 0.038
9.000 0.000 -208.334 -52.947 -0.000 0.000 1.000 0.000
9.125 0.000 -207.305 -65.904 0.000 -0.000 0.962 0.038
9.250 0.000 -207.720 -78.886 0.001 -0.000 0.854 0.146
9.375 0.000 -208.751 -91.933 0.000 -0.000 0.691 0.309
9.500 0.000 -211.161 -105.131 0.000 -0.000 0.500 0.500
9.625 0.000 -214.164 -118.516 -0.000 0.000 0.309 0.691
9.750 0.000 -218.562 -132.176 -0.001 0.000 0.146 0.854
9.875 0.000 -223.607 -146.152 -0.000 0.000 0.038 0.962
10.000 0.000 -230.140 -160.535 -0.000 0.000 0.000 1.000
10.125 0.000 -237.455 -175.376 0.000 -0.000 0.038 0.962
10.250 0.000 -246.437 -190.779 0.001 -0.000 0.146 0.854
10.375 0.000 -256.434 -206.806 0.000 -0.000 0.309 0.691
10.500 0.000 -268.393 -223.580 0.000 -0.000 0.500 0.500
10.625 0.000 -281.736 -241.189 -0.000 0.000 0.691 0.309
10.750 0.000 -297.503 -259.783 -0.001 0.000 0.854 0.146
10.875 0.000 -315.229 -279.485 -0.001 0.000 0.962 0.038
11.000 0.000 -336.103 -300.491 -0.000 0.000 1.000 0.000
11.125 0.000 -359.853 -322.982 0.000 -0.000 0.962 0.038
11.250 0.000 -387.921 -347.227 0.001 -0.000 0.854 0.146
11.375 0.000 -420.382 -373.501 0.001 -0.000 0.691 0.309
11.500 0.000 -459.161 -402.198 0.000 -0.000 0.500 0.500
11.625 0.000 -505.018 -433.762 -0.000 0.000 0.309 0.691
11.750 0.000 -560.898 -468.818 -0.001 0.000 0.146 0.854
11.875 0.000 -629.138 -508.139 -0.001 0.000 0.038 0.962
12.000 0.000 -715.280 -552.844 -0.000 0.000 0.000 1.000
12.125 0.000 -826.170 -604.480 0.001 -0.000 0.038 0.962
12.250 0.000 -975.407 -665.443 0.001 -0.000 0.146 0.854
12.375 0.000 -1183.639 -739.420 0.001 -0.000 0.309 0.691
12.500 0.001 -1484.480 -832.200 0.000 -0.000 0.500 0.500
12.625 0.005 -1916.034 -951.952 -0.000 0.000 0.691 0.309
12.750 0.015 -2495.390 -1107.914 -0.000 0.000 0.854 0.146
12.875 0.039 -3147.908 -1304.659 -0.000 0.000 0.962 0.038
13.000 0.090 -3617.069 -1530.725 0.001 0.000 1.000 0.000
13.125 0.184 -3420.325 -1744.496 0.002 0.000 0.962 0.038
13.250 0.331 -1993.110 -1869.065 0.002 0.000 0.854 0.146
13.375 0.526 934.539 -1810.656 0.003 0.000 0.691 0.309
13.500 0.738 4897.706 -1504.550 0.003 0.001 0.500 0.500
13.625 0.913 8608.156 -966.540 0.003 0.002 0.309 0.691
13.750 0.997 10483.774 -311.304 0.004 0.003 0.146 0.854
13.875 0.962 9567.846 286.686 0.005 0.005 0.038 0.962
14.000 0.820 6138.108 670.318 0.007 0.007 0.000 1.000
14.125 0.619 1508.218 764.582 0.010 0.011 0.038 0.962
14.250 0.423 -2795.997 589.832 0.012 0.016 0.146 0.854
14.375 0.279 -5764.439 229.555 0.014 0.025 0.309 0.691
14.500 0.217 -7035.711 -210.177 0.017 0.037 0.500 0.500
14.625 0.246 -6547.376 -619.388 0.019 0.054 0.691 0.309
14.750 0.363 -4255.681 -885.368 0.021 0.077 0.854 0.146
14.875 0.546 -285.195 -903.193 0.024 0.109 0.962 0.038
15.000 0.751 4641.570 -613.095 0.027 0.153 1.000 0.000
15.125 0.921 9066.678 -46.428 0.029 0.213 0.962 0.038
15.250 0.999 11329.690 661.678 0.029 0.293 0.854 0.146
15.375 0.956 10526.564 1319.588 0.027 0.399 0.691 0.309
15.500 0.808 7113.075 1764.155 0.023 0.538 0.500 0.500
15.625 0.602 2622.400 1928.055 0.017 0.718 0.309 0.691
15.750 0.396 -1285.280 1847.725 0.010 0.949 0.146 0.854
15.875 0.230 -3666.275 1618.583 0.003 1.242 0.038 0.962
16.000 0.118 -4502.731 1337.163 -0.000 1.609 0.000 1.000
16.125 0.053 -4337.829 1066.048 0.004 2.063 0.038 0.962
16.250 0.021 -3793.763 828.938 0.021 2.622 0.146 0.854
16.375 0.007 -3292.640 623.148 0.063 3.298 0.309 0.691
16.500 0.002 -3044.120 432.891 0.144 4.109 0.500 0.500
16.625 0.001 -3173.331 234.557 0.287 5.069 0.691 0.309
16.750 0.001 -3945.930 -12.063 0.520 6.189 0.854 0.146
16.875 0.011 -5919.514 -382.033 0.884 7.479 0.962 0.038
17.000 0.071 -8535.452 -915.499 1.428 8.945 1.000 0.000
17.125 0.282 -5677.057 -1270.315 2.216 10.586 0.962 0.038
17.250 0.677 10122.286 -637.672 3.328 12.393 0.854 0.146
17.375 0.985 26310.027 1006.705 4.861 14.348 0.691 0.309
17.500 0.868 20244.474 2271.984 6.933 16.422 0.500 0.500
17.625 0.465 1072.440 2339.012 9.683 18.574 0.309 0.691
17.750 0.151 -8187.363 1827.302 13.270 20.749 0.146 0.854
17.875 0.030 -7000.720 1389.757 17.877 22.880 0.038 0.962
18.000 0.004 -4167.520 1129.287 23.703 24.887 0.000 1.000
18.125 0.000 -2576.412 968.261 30.965 26.680 0.038 0.962
18.250 0.000 -1808.012 855.260 39.891 28.163 0.146 0.854
18.375 0.000 -1383.066 768.819 50.718 29.233 0.309 0.691
18.500 0.000 -1114.418 699.168 63.677 29.793 0.500 0.500
18.625 0.000 -929.523 641.072 78.991 29.752 0.691 0.309
18.750 0.000 -795.687 591.342 96.857 29.040 0.854 0.146
18.875 0.000 -694.386 547.943 117.438 27.611 0.962 0.038
19.000 0.000 -615.951 509.446 140.845 25.458 1.000 0.000
19.125 0.000 -553.119 474.876 167.124 22.619 0.962 0.038
19.250 0.000 -502.459 443.472 196.244 19.188 0.854 0.146
19.375 0.000 -460.270 414.705 228.082 15.324 0.691 0.309
19.500 0.000 -425.372 388.120 262.414 11.256 0.500 0.500
19.625 0.000 -395.465 363.403 298.908 7.283 0.309 0.691
19.750 0.000 -370.333 340.257 337.120 3.781 0.146 0.854
19.875 0.000 -348.309 318.488 376.490 1.192 0.038 0.962
20.000 0.000 -329.646 297.885 416.354 0.020 0.000 1.000
20.125 0.000 -312.992 278.323 455.951 0.816 0.038 0.962
20.250 0.000 -298.848 259.645 494.446 4.157 0.146 0.854
20.375 0.000 -286.035 241.768 530.945 10.630 0.309 0.691
20.500 0.000 -275.195 224.568 564.531 20.799 0.500 0.500
20.625 0.000 -265.246 207.990 594.293 35.180 0.691 0.309
20.750 0.000 -256.920 191.933 619.360 54.211 0.854 0.146
20.875 0.000 -249.192 176.358 638.936 78.220 0.962 0.038
21.000 0.000 -242.852 161.180 652.336 107.402 1.000 0.000
21.125 0.000 -236.910 146.373 659.018 141.791 0.962 0.038
21.250 0.000 -232.195 131.861 658.616 181.242 0.854 0.146
21.375 0.000 -227.741 117.627 650.954 225.420 0.691 0.309
21.500 0.000 -224.407 103.602 636.071 273.797 0.500 0.500
21.625 0.000 -221.241 89.774 614.218 325.654 0.309 0.691
21.750 0.000 -219.126 76.079 585.862 380.096 0.146 0.854
21.875 0.000 -217.117 62.509 551.668 436.081 0.038 0.962
22.000 0.000 -216.119 49.002 512.477 492.443 0.000 1.000
22.125 0.000 -215.192 35.552 469.277 547.938 0.038 0.962
22.250 0.000 -215.261 22.098 423.166 601.282 0.146 0.854
22.375 0.000 -215.388 8.637 375.307 651.202 0.309 0.691
22.500 0.000 -216.518 -4.896 326.889 696.482 0.500 0.500
22.625 0.000 -217.714 -18.503 279.076 736.010 0.691 0.309
22.750 0.000 -219.941 -32.249 232.963 768.819 0.854 0.146
22.875 0.000 -222.264 -46.141 189.540 794.126 0.962 0.038
23.000 0.000 -225.669 -60.245 149.652 811.359 1.000 0.000
23.125 0.000 -229.226 -74.572 113.980 820.176 0.962 0.038
23.250 0.000 -233.943 -89.193 83.015 820.477 0.854 0.146
23.375 0.000 -238.896 -104.124 57.058 812.397 0.691 0.309
23.500 0.000 -245.122 -119.444 36.215 796.299 0.500 0.500
23.625 0.000 -251.707 -135.176 20.411 772.754 0.309 0.691
23.750 0.000 -259.722 -151.408 9.404 742.508 0.146 0.854
23.875 0.000 -268.270 -168.175 2.809 706.455 0.038 0.962
24.000 0.000 -278.467 -185.580 0.127 665.590 0.000 1.000
24.125 0.000 -289.442 -203.670 0.776 620.978 0.038 0.962
24.250 0.000 -302.374 -222.568 4.122 573.707 0.146 0.854
24.375 0.000 -316.435 -242.345 9.513 524.850 0.309 0.691
24.500 0.000 -332.889 -263.151 16.306 475.431 0.500 0.500
24.625 0.000 -350.982 -285.087 23.896 426.395 0.691 0.309
24.750 0.000 -372.103 -308.344 31.735 378.585 0.854 0.146
24.875 0.000 -395.623 -333.070 39.347 332.723 0.962 0.038
25.000 0.000 -423.126 -359.515 46.340 289.399 1.000 0.000
25.125 0.000 -454.199 -387.903 52.410 249.068 0.962 0.038
25.250 0.000 -490.751 -418.575 57.342 212.052 0.854 0.146
25.375 0.000 -532.759 -451.872 61.008 178.544 0.691 0.309
25.500 0.000 -582.715 -488.292 63.358 148.621 0.500 0.500
25.625 0.000 -641.360 -528.377 64.410 122.256 0.309 0.691
25.750 0.000 -712.335 -572.898 64.240 99.335 0.146 0.854
25.875 0.000 -798.041 -622.775 62.967 79.677 0.038 0.962
26.000 0.000 -904.770 -679.324 60.738 63.045 0.000 1.000
26.125 0.000 -1039.249 -744.277 57.722 49.171 0.038 0.962
26.250 0.000 -1215.392 -820.239 54.093 37.764 0.146 0.854
26.375 0.000 -1453.460 -911.080 50.024 28.524 0.309 0.691
26.500 0.000 -1790.351 -1022.977 45.680 21.157 0.500 0.500
26.625 0.002 -2278.478 -1165.382 41.212 15.381 0.691 0.309
26.750 0.005 -2979.477 -1351.599 36.751 10.932 0.854 0.146
26.875 0.016 -3908.169 -1595.860 32.406 7.571 0.962 0.038
27.000 0.041 -4924.494 -1903.641 28.264 5.087 1.000 0.000
27.125 0.095 -5583.385 -2252.602 24.391 3.295 0.962 0.038
27.250 0.192 -5098.333 -2571.248 20.828 2.040 0.854 0.146
27.375 0.343 -2600.579 -2733.784 17.603 1.191 0.691 0.309
27.500 0.540 2227.907 -2594.540 14.727 0.642 0.500 0.500
27.625 0.751 8503.690 -2063.059 12.197 0.307 0.309 0.691
27.750 0.922 14093.676 -1182.204 10.002 0.120 0.146 0.854
27.875 0.999 16553.892 -147.586 8.122 0.030 0.038 0.962
28.000 0.955 14541.359 761.249 6.532 0.001 0.000 1.000
28.125 0.805 8578.800 1297.424 5.203 0.006 0.038 0.962
28.250 0.602 363.809 1320.162 4.104 0.029 0.146 0.854
28.375 0.413 -8506.472 788.507 3.205 0.057 0.309 0.691
28.500 0.339 -14577.276 -122.572 2.477 0.084 0.500 0.500
28.625 0.497 -7539.665 -593.802 1.895 0.105 0.691 0.309
28.750 0.844 16836.739 458.495 1.435 0.119 0.854 0.146
28.875 1.021 32410.135 2484.128 1.076 0.125 0.962 0.038
29.000 0.773 17079.873 3551.620 0.800 0.125 1.000 0.000
29.125 0.358 -5624.053 3200.117 0.589 0.119 0.962 0.038
29.250 0.101 -12150.437 2440.715 0.429 0.110 0.854 0.146
29.375 0.017 -8749.418 1893.876 0.309 0.100 0.691 0.309
29.500 0.002 -5259.225 1565.174 0.219 0.089 0.500 0.500
29.625 0.000 -3444.042 1349.922 0.152 0.078 0.309 0.691
29.750 0.000 -2511.529 1192.951 0.104 0.067 0.146 0.854
29.875 0.000 -1954.109 1070.819 0.071 0.056 0.038 0.962
30.000 0.000 -1582.782 971.896 0.049 0.045 0.000 1.000
30.125 0.000 -1317.133 889.575 0.034 0.036 0.038 0.962
30.250 0.000 -1119.672 819.595 0.024 0.028 0.146 0.854
30.375 0.000 -966.610 759.182 0.016 0.022 0.309 0.691
30.500 0.000 -846.294 706.289 0.009 0.018 0.500 0.500
30.625 0.000 -748.300 659.520 0.004 0.015 0.691 0.309
30.750 0.000 -668.611 617.732 0.001 0.012 0.854 0.146
30.875 0.000 -601.363 580.147 -0.000 0.009 0.962 0.038
31.000 0.000 -545.480 546.054 0.000 0.006 1.000 0.000
31.125 0.000 -496.976 514.993 0.002 0.003 0.962 0.038
31.250 0.000 -456.117 486.486 0.003 0.002 0.854 0.146
31.375 0.000 -419.786 460.249 0.002 0.001 0.691 0.309
31.500 0.000 -388.950 435.940 0.001 0.001 0.500 0.500
31.625 0.000 -360.912 413.383 -0.001 0.002 0.309 0.691
31.750 0.000 -337.058 392.317 -0.002 0.002 0.146 0.854
31.875 0.000 -314.890 372.636 -0.002 0.002 0.038 0.962
32.000 0.000 -296.074 354.131 -0.001 0.001 0.000 1.000
32.125 0.000 -278.189 336.745 0.001 -0.001 0.038 0.962
32.250 0.000 -263.118 320.300 0.002 -0.001 0.146 0.854
32.375 0.000 -248.440 304.772 0.002 -0.001 0.309 0.691
32.500 0.000 -236.227 290.008 0.001 -0.000 0.500 0.500
32.625 0.000 -224.004 276.008 -0.001 0.001 0.691 0.309
32.750 0.000 -214.025 262.631 -0.002 0.002 0.854 0.146
32.875 0.000 -203.719 249.899 -0.002 0.001 0.962 0.038
33.000 0.000 -195.530 237.678 -0.001 0.000 1.000 0.000
33.125 0.000 -186.750 226.006 0.001 -0.001 0.962 0.038
33.250 0.000 -180.035 214.754 0.002 -0.002 0.854 0.146
33.375 0.000 -172.498 203.973 0.002 -0.001 0.691 0.309
33.500 0.000 -167.037 193.533 0.001 -0.000 0.500 0.500
33.625 0.000 -160.544 183.499 -0.001 0.001 0.309 0.691
33.750 0.000 -156.202 173.737 -0.003 0.002 0.146 0.854
33.875 0.000 -150.644 164.321 -0.002 0.001 0.038 0.962
34.000 0.000 -147.378 155.110 -0.001 0.000 0.000 1.000
34.125 0.000 -142.670 146.193 0.001 -0.001 0.038 0.962
34.250 0.000 -138.163 137.558 0.003 -0.002 0.146 0.854
34.375 0.002 -101.853 131.192 0.002 -0.002 0.309 0.691
34.500 0.017 151.614 140.668 0.001 -0.000 0.500 0.500
34.625 0.101 1200.315 215.688 -0.001 0.001 0.691 0.309
34.750 0.358 3218.288 416.831 -0.003 0.002 0.854 0.146
34.875 0.773 3820.260 655.597 -0.003 0.002 0.962 0.038
35.000 1.021 445.544 683.444 -0.001 0.000 1.000 0.000
35.125 0.844 -3384.375 471.920 0.001 -0.001 0.962 0.038
35.250 0.497 -3060.673 280.628 0.003 -0.002 0.854 0.146
35.375 0.339 -318.058 260.749 0.003 -0.002 0.691 0.309
35.500 0.413 1698.019 366.876 0.001 -0.000 0.500 0.500
35.625 0.602 2478.228 521.765 -0.001 0.001 0.309 0.691
35.750 0.805 2334.463 667.669 -0.003 0.002 0.146 0.854
35.875 0.955 1386.741 754.340 -0.003 0.002 0.038 0.962
36.000 0.999 -111.185 747.391 -0.001 0.000 0.000 1.000
36.125 0.922 -1645.256 644.563 0.001 -0.001 0.038 0.962
36.250 0.751 -2679.078 477.120 0.003 -0.002 0.146 0.854
36.375 0.540 -2950.709 292.701 0.003 -0.002 0.309 0.691
36.500 0.343 -2566.559 132.291 0.001 -0.001 0.500 0.500
36.625 0.192 -1858.398 16.141 -0.001 0.001 0.691 0.309
36.750 0.095 -1152.492 -55.890 -0.003 0.002 0.854 0.146
36.875 0.041 -628.962 -95.200 -0.003 0.002 0.962 0.038
37.000 0.016 -315.724 -114.933 -0.001 0.001 1.000 0.000
37.125 0.005 -159.520 -124.903 0.001 -0.001 0.962 0.038
37.250 0.002 -93.356 -130.737 0.003 -0.002 0.854 0.146
37.375 0.000 -69.233 -135.064 0.003 -0.002 0.691 0.309
37.500 0.000 -61.512 -138.909 0.001 -0.001 0.500 0.500
37.625 0.000 -59.113 -142.603 -0.001 0.001 0.309 0.691
37.750 0.000 -58.279 -146.246 -0.003 0.002 0.146 0.854
37.875 0.000 -57.670 -149.850 -0.003 0.002 0.038 0.962
38.000 0.000 -57.241 -153.428 -0.001 0.001 0.000 1.000
38.125 0.000 -56.651 -156.969 0.001 -0.001 0.038 0.962
38.250 0.000 -56.232 -160.483 0.003 -0.002 0.146 0.854
38.375 0.000 -55.610 -163.959 0.003 -0.002 0.309 0.691
38.500 0.000 -55.212 -167.409 0.001 -0.001 0.500 0.500
38.625 0.000 -54.575 -170.820 -0.001 0.001 0.691 0.309
38.750 0.000 -54.213 -174.209 -0.003 0.002 0.854 0.146
38.875 0.000 -53.575 -177.557 -0.003 0.002 0.962 0.038
39.000 0.000 -53.257 -180.886 -0.001 0.001 1.000 0.000
39.125 0.000 -52.625 -184.175 0.001 -0.001 0.962 0.038
39.250 0.000 -52.356 -187.447 0.003 -0.002 0.854 0.146
39.375 0.000 -51.734 -190.681 0.003 -0.002 0.691 0.309
39.500 0.000 -51.516 -193.900 0.001 -0.001 0.500 0.500
39.625 0.000 -50.908 -197.082 -0.001 0.001 0.309 0.691
39.750 0.000 -50.742 -200.253 -0.003 0.002 0.146 0.854
39.875 0.000 -50.148 -203.388 -0.003 0.002 0.038 0.962
40.000 0.000 -50.036 -206.515 -0.001 0.001 0.000 1.000
40.125 0.000 -49.457 -209.606 0.001 -0.001 0.038 0.962
40.250 0.000 -49.400 -212.693 0.003 -0.002 0.146 0.854
40.375 0.000 -48.837 -215.746 0.003 -0.002 0.309 0.691
40.500 0.000 -48.836 -218.798 0.001 -0.001 0.500 0.500
40.625 0.000 -48.288 -221.816 -0.001 0.001 0.691 0.309
40.750 0.000 -48.343 -224.837 -0.003 0.002 0.854 0.146
40.875 0.000 -47.811 -227.826 -0.003 0.002 0.962 0.038
41.000 0.000 -47.924 -230.821 -0.001 0.001 1.000 0.000
41.125 0.000 -47.407 -233.784 0.002 -0.001 0.962 0.038
41.250 0.000 -47.579 -236.757 0.004 -0.002 0.854 0.146
41.375 0.000 -47.079 -239.700 0.004 -0.002 0.691 0.309
41.500 0.000 -47.313 -242.657 0.001 -0.001 0.500 0.500
41.625 0.000 -46.828 -245.584 -0.002 0.001 0.309 0.691
41.750 0.000 -47.126 -248.529 -0.004 0.002 0.146 0.854
41.875 0.000 -46.659 -251.445 -0.004 0.002 0.038 0.962
42.000 0.000 -47.024 -254.384 -0.001 0.001 0.000 1.000
42.125 0.000 -46.575 -257.295 0.002 -0.001 0.038 0.962
42.250 0.000 -47.011 -260.233 0.004 -0.003 0.146 0.854
42.375 0.000 -46.581 -263.145 0.004 -0.002 0.309 0.691
42.500 0.000 -47.094 -266.088 0.002 -0.001 0.500 0.500
42.625 0.000 -46.687 -269.006 -0.002 0.001 0.691 0.309
42.750 0.000 -47.282 -271.961 -0.004 0.003 0.854 0.146
42.875 0.000 -46.901 -274.892 -0.004 0.002 0.962 0.038
43.000 0.000 -47.585 -277.866 -0.002 0.001 1.000 0.000
43.125 0.000 -47.236 -280.819 0.002 -0.001 0.962 0.038
43.250 0.000 -48.020 -283.820 0.004 -0.003 0.854 0.146
43.375 0.000 -47.709 -286.802 0.004 -0.003 0.691 0.309
43.500 0.000 -48.604 -289.839 0.002 -0.001 0.500 0.500
43.625 0.000 -48.343 -292.861 -0.002 0.001 0.309 0.691
43.750 0.000 -49.364 -295.946 -0.004 0.003 0.146 0.854
43.875 0.000 -49.169 -299.019 -0.004 0.003 0.038 0.962
44.000 0.000 -50.335 -302.165 -0.002 0.001 0.000 1.000
44.125 0.000 -50.230 -305.304 0.002 -0.001 0.038 0.962
44.250 0.000 -51.568 -308.527 0.004 -0.003 0.146 0.854
44.375 0.000 -51.592 -311.752 0.004 -0.003 0.309 0.691
44.500 0.000 -53.134 -315.073 0.002 -0.001 0.500 0.500
44.625 0.000 -53.349 -318.407 -0.002 0.001 0.691 0.309
44.750 0.000 -55.147 -321.854 -0.004 0.003 0.854 0.146
44.875 0.000 -55.660 -325.332 -0.004 0.003 0.962 0.038
45.000 0.000 -57.792 -328.944 -0.002 0.001 1.000 0.000
45.125 0.000 -58.797 -332.619 0.002 -0.001 0.962 0.038
45.250 0.000 -61.408 -336.457 0.004 -0.003 0.854 0.146
45.375 0.000 -63.292 -340.413 0.004 -0.003 0.691 0.309
45.500 0.000 -66.673 -344.580 0.002 -0.001 0.500 0.500
45.625 0.000 -68.847 -348.883 -0.002 0.001 0.309 0.691
45.750 0.000 -45.444 -351.723 -0.004 0.003 0.146 0.854
45.875 0.004 264.576 -335.187 -0.005 0.003 0.038 0.962
46.000 0.030 2229.122 -195.867 -0.002 0.001 0.000 1.000
46.125 0.151 8621.487 342.976 0.002 -0.001 0.038 0.962
46.250 0.465 17166.784 1415.900 0.005 -0.003 0.146 0.854
46.375 0.868 13936.411 2286.926 0.005 -0.003 0.309 0.691
46.500 0.985 -5152.368 1964.903 0.002 -0.001 0.500 0.500
46.625 0.677 -18176.373 828.879 -0.002 0.001 0.691 0.309
46.750 0.282 -13768.902 -31.677 -0.005 0.003 0.854 0.146
46.875 0.071 -5082.768 -349.350 -0.005 0.003 0.962 0.038
47.000 0.011 -1044.154 -414.610 -0.002 0.001 1.000 0.000
47.125 0.001 -145.746 -423.719 0.002 -0.001 0.962 0.038
47.250 0.001 -12.345 -424.491 0.005 -0.003 0.854 0.146
47.375 0.002 73.707 -419.884 0.005 -0.003 0.691 0.309
47.500 0.007 315.400 -400.171 0.002 -0.001 0.500 0.500
47.625 0.021 880.465 -345.142 -0.002 0.002 0.309 0.691
47.750 0.053 2018.534 -218.984 -0.005 0.004 0.146 0.854
47.875 0.118 3897.639 24.619 -0.005 0.005 0.038 0.962
48.000 0.230 6402.305 424.763 -0.002 0.004 0.000 1.000
48.125 0.396 8847.316 977.720 0.002 0.003 0.038 0.962
48.250 0.602 10053.147 1606.042 0.005 0.003 0.146 0.854
48.375 0.808 8839.758 2158.526 0.005 0.007 0.309 0.691
48.500 0.956 4887.394 2463.989 0.003 0.014 0.500 0.500
48.625 0.999 -795.285 2414.283 -0.001 0.024 0.691 0.309
48.750 0.921 -6211.593 2026.059 -0.003 0.036 0.854 0.146
48.875 0.751 -9481.918 1433.439 -0.001 0.050 0.962 0.038
49.000 0.546 -9782.462 822.035 0.007 0.068 1.000 0.000
49.125 0.363 -7512.761 352.487 0.019 0.092 0.962 0.038
49.250 0.246 -3663.342 123.529 0.037 0.126 0.854 0.146
49.375 0.217 831.020 175.467 0.060 0.174 0.691 0.309
49.500 0.279 5265.568 504.565 0.094 0.238 0.500 0.500
49.625 0.423 8842.351 1057.212 0.149 0.320 0.309 0.691
49.750 0.619 10490.492 1712.868 0.238 0.420 0.146 0.854
49.875 0.820 9217.734 2288.976 0.378 0.540 0.038 0.962
50.000 0.962 4915.274 2596.181 0.590 0.681 0.000 1.000
50.125 0.997 -1177.605 2522.581 0.903 0.846 0.038 0.962
50.250 0.913 -6891.557 2091.858 1.351 1.034 0.146 0.854
50.375 0.738 -10307.560 1447.636 1.982 1.242 0.309 0.691
50.500 0.526 -10749.459 775.795 2.862 1.465 0.500 0.500
50.625 0.331 -8911.682 218.815 4.072 1.689 0.691 0.309
